zilo_l,zilo_c,eng,rus,pos,remove
kːub,ккуб,iron.pl.obl,железо.pl.obl,Noun,
kʷerq'in,кверкъин,bracelet,браслет,Noun,
hartʃ'ːi,гьарч1ч1и,долина,valley,Noun,
arkom,арком,spoon.pl.obl,ложка.pl.obl,Noun,
zarar,зарар,loss,убыток,Noun,
rek'ul,рек1ул,lock.pl.obl,замок.pl.obl,Noun,
o,о,aff,aff,Noun,
q'urru,къурру,frog.obl,лягушка.obl,Noun,
ts'ːana,ц1ц1ана,thorn,колючка,Noun,
tarɡa,тарга,sack.obl,мешок.obl,Noun,
boʃi,боши,cub.obl,детеныш.obl,Noun,
wedra,ведра,bucket,ведро,Noun,
ʁun,гъун,stack.pl,стог.pl,Noun,
mok'o,мок1о,stool.pl.obl,табурет.pl.obl,Noun,
reɬol,релъол,night.pl,ночь.pl,Noun,
zurdil,зурдил,saliva.pl,слюна.pl,Noun,
hortʃ'ːi,гьорч1ч1и,female.pl,самка.pl,Noun,
maʃtiki,маштики,mosque,мечеть,Noun,
roχon,рохон,stairs.obl,лестница.obl,Noun,
ts'ːĩja,ц1ц1и̃йа,goat.pl.obl,коза.pl.obl,Noun,
tʃ'ami,ч1ами,cheese,сыр,Noun,
miʁul,мигъул,back.pl.obl,спина.pl.obl,Noun,
χink'il,хинк1ил,knee.pl,колено.pl,Noun,
watsʔaladul,вацъаладул,cousin(male).pl,двоюродный_брат.pl,Noun,
telewizor,телевизор,television,телевизор,Noun,
ribu,рибу,spring.obl,весна.obl,Noun,
imatɬ'oru,имакьору,father_in_law.pl.obl,тесть/свекор.pl.obl,Noun,
tʃil,чил,animal_faeces,помет_животных,Noun,
bel,бел,metal_shovel.pl.obl,металическая_лопата.pl.obl,Noun,
rek'ul,рек1ул,key.pl.obl,ключ.pl.obl,Noun,
honu,гьону,brain.pl,мозг.pl,Noun,
tʃ'amtʃ'altɬi,ч1амч1алл1и,jaw,челюсть,Noun,
muχa,муха,fairy_tale.pl,сказка.pl,Noun,
mitʃ'ːi,мич1ч1и,nettle,крапива,Noun,
ɡaɡa,гага,grain.pl,зернышко.pl,Noun,
χink'il,хинк1ил,khinkal,хинкал,Noun,
reʔitɬi,реъил1и,liver,печень,Noun,
tʃon,чон,animal,зверь,Noun,
ɡoʔi,гоъи,deaf.pl.obl,гхулой.pl.obl,Noun,
hotɬ'u,гьокьу,week,неделя,Noun,
q'urru,къурру,frog.pl,лягушка.pl,Noun,
χunt'a,хунт1а,boar.obl,кабан.obl,Noun,
qχotːa,хъотта,palm,ладонь,Noun,
maʃina,машина,car,машина,Noun,
ɡama,гама,ladle.obl,половник.obl,Noun,
maχatʃkala,махачкала,Makhachkala.obl,Махачкала.obl,Noun,
ɬedir,лъедир,calf.pl,теленок.pl,Noun,
sːahi,ссагьи,flour_measure.pl.obl,мерка_для_муки.pl.obl,Noun,
miq'i,микъи,road.obl,дорога.obl,Noun,
ɡʷerzu,гверзу,cheek,щека,Noun,
kots'il,коц1ил,besom.obl,веник.obl,Noun,
beʒun,бежун,needle.pl,игла.pl,Noun,
roχon,рохон,stairs.pl,лестница.pl,Noun,
raχasi,рахаси,chain.pl,цепь.pl,Noun,
χʷej,хвей,dog.pl,собака.pl,Noun,
kʷeɬir,квелъир,sleeve,рукав,Noun,
ɡirɡin,гиргин,roof_roller.pl,каток_для_крыши.pl,Noun,
koʃːi,кощи,broth.pl,бульон.pl,Noun,
ħal,х1ал,situation,положение,Noun,
ũʔetsu,у2ъэцу,hen.pl.obl,курица.pl.obl,Noun,
q'uwati,къувати,power,сила,Noun,
ts'ːa,ц1ц1а,rain.pl,дождь.pl,Noun,
ɬin,лъин,hair.pl.obl,волосы.pl.obl,Noun,
ts'a,ц1а,fire.pl.obl,огонь.pl.obl,Noun,
χink'il,хинк1ил,khinkal.pl,хинкал.pl,Noun,
rit'utʃ'i,рит1уч1и,deer.pl,олень.pl,Noun,
ʁʷamarsu,гъвамарсу,chest,сундук,Noun,
sori,сори,fox,лиса,Noun,
ɡradus,градус,degree.obl,градус.obl,Noun,
ĩntsːili,и2нццили,brook.pl.obl,ручей.pl.obl,Noun,
hĩhĩ,гьи̃гьи̃,pear,груша,Noun,
misidi,мисиди,gold.pl,золото.pl,Noun,
padutʃan,падучан,stirrup.pl.obl,стремя.pl.obl,Noun,
niχa,ниха,oats.obl,овес.obl,Noun,
kini,кини,cradle,люлька,Noun,
k'ork'on,к1орк1он,egg.pl,яйцо.pl,Noun,
ʃirʃilberka,ширшилберка,caterpillar,гусеница,Noun,
dazu,дазу,boundary,граница,Noun,
koka,кока,womans_breast.obl,женская_грудь.obl,Noun,
t'uʃi,т1уши,lead.pl.obl,свинец.pl.obl,Noun,
parχon,пархон,birdle.pl.obl,уздечка.pl.obl,Noun,
k'ːara,к1к1ара,mosquito,комар,Noun,
q'otːiq'aj,къоттикъай,deal,договор,Noun,
ritɬ'i,рикьи,meat.pl.obl,мясо.pl.obl,Noun,
χijal,хиял,desire,желание,Noun,
nuso,нусо,son_in_law.obl,зять.obl,Noun,
ɡurdo,гурдо,shirt.pl,рубашка.pl,Noun,
dʒindʒi,джинджи,flower.pl,цветок.pl,Noun,
q'eb,къеб,ploughshare,сошник,Noun,
ɬants'i,лъанц1и,ant.obl,муравей.obl,Noun,
itʃa,ича,mare.obl,кобыла.obl,Noun,
arkom,арком,spoon,ложка,Noun,
tʃinɡil,чингил,cup,чашка,Noun,
kurt'a,курт1а,hammer.obl,молоток.obl,Noun,
abur,абур,breast.pl.obl,грудь.pl.obl,Noun,
ts'ːikon,ц1ц1икон,elbow.pl.obl,локоть.pl.obl,Noun,
ɬuts'i,лъуц1и,swamp.obl,болото.obl,Noun,
kilisa,килиса,church,церковь,Noun,
reʃa,реша,tree.pl,дерево.pl,Noun,
ɬudil,лъудил,wood.obl,древесина.obl,Noun,
tʃurukiɬir,чурукилъир,mud.pl,грязь.pl,Noun,
tortil,тортил,cake.obl,торт.obl,Noun,
ts'ːa,ц1ц1а,rain.obl,дождь.obl,Noun,
tʃurukiɬir,чурукилъир,mud.pl.obl,грязь.pl.obl,Noun,
hank'o,гьанк1о,nail.obl,гвоздь.obl,Noun,
resːi,ресси,throat.obl,горло.obl,Noun,
ɡudur,гудур,trap,ловушка,Noun,
q'urtʃi,къурчи,apricot,абрикос,Noun,
muħammad,мух1аммад,Muhammad,Мухаммад,Noun,
boso,босо,color,цвет,Noun,
t'uʃi,т1уши,lead.pl,свинец.pl,Noun,
tʃorpa,чорпа,soup,суп,Noun,
ɬudol,лъудол,wood.pl,древесина.pl,Noun,
ʃekib,шекиб,bird,птица,Noun,
ruq'il,рукъил,log.pl.obl,бревно.pl.obl,Noun,
mijar,мияр,head.obl,голова.obl,Noun,
reχːin,реххин,shovel.pl.obl,широкая_лопата.pl.obl,Noun,
k'oʃkon,к1ошкон,skein.pl,моток_ниток.pl,Noun,
tʃor,чор,stallion.pl.obl,жеребец.pl.obl,Noun,
baħaraw,бах1арав,bridegroom.obl,жених.obl,Noun,
tʃurukiɬir,чурукилъир,mud,грязь,Noun,
tʃ'itʃ'om,ч1ич1ом,pebble.obl,камешек.obl,Noun,
ɡorʃok,горшок,pot,горшок,Noun,
azal,азал,chisel,зубило,Noun,
orsimisːidi,орсимиссиди,jewel,драгоценность,Noun,
ɡoʔi,гоъи,deaf.obl,глухой.obl,Noun,
k'ːʷej,к1к1вей,smoke.pl,дым.pl,Noun,
hon,гьон,village.pl,селение.pl,Noun,
ts'umur,ц1умур,wood_chip,щепка,Noun,
ʁoʁu,гъогъу,road_metal,щебень,Noun,
tɬ'elil,кьелил,ashes.pl,зола.pl,Noun,
abur,абур,breast.pl,грудь.pl,Noun,
χoroʃa,хороша,herdsman.pl,пастух.pl,Noun,
hĩhĩ,гьи̃гьи̃,pear.pl,груша.pl,Noun,
tʃarʁit'i,чаргъит1и,magpie.pl,сорока.pl,Noun,
uwetsu,увецу,hen,курица,Noun,
noko,ноко,oath.pl,клятва.pl,Noun,
sej,сей,bear.pl,медведь.pl,Noun,
sim,сим,gall.pl.obl,желчь.pl.obl,Noun,
reχin,рехин,wedding.pl.obl,свадьба.pl.obl,Noun,
iʃk'ol,ишк1ол,young_sheep.pl,молодая_овца.pl,Noun,
qχandiro,хъандиро,sickle.pl.obl,серп.pl.obl,Noun,
ports'ːi,порц1ц1и,moon,луна,Noun,
ʃaleɡi,шалеги,barrel,бочка,Noun,
k'unts'i,к1унц1и,dog_puppy,щенок,Noun,
mirʁal,миргъал,button.obl,пуговица.obl,Noun,
ts'ːuku,ц1ц1уку,hide,шкура,Noun,
kumeki,кумеки,help,помощь,Noun,
roçoʃa,рохьоша,poplar,тополь,Noun,
baɡin,багин,hole.pl,дыра.pl,Noun,
baɡin,багин,hole.obl,дыра.obl,Noun,
tarha,таргьа,sack,мешок,Noun,
ts'ːe,ц1ц1е,guest.obl,гость.obl,Noun,
ʕukmu,г1укму,judgement,приговор,Noun,
ɬudi,лъуди,wood,древесина,Noun,
ts'er,ц1ер,name.pl,имя.pl,Noun,
ʃːen,щен,hail.obl,град.obl,Noun,
rok'o,рок1о,kernel,ядро,Noun,
tɬurtɬa,л1урл1а,oil.pl,масло.pl,Noun,
rotɬ'i,рокьи,bone,кость,Noun,
qχanitʃaj,Хъаничай,Khanichai,Ханичай,Noun,
buɬi,булъи,Botlikh,Ботлих,Noun,
NA,NA,obl.m,obl.m,num,aff
NA,NA,coll,coll,num,aff
NA,NA,ord,ord,num,aff
ɬij,лъий,lnk,lnk,num,aff
NA,NA,obl.f,obl.f,num,aff
ɬij,лъий,lnk,lnk,num,aff
loj,лой,lnk,lnk,num,aff
hotɬ'u,гьокьу,seven,семь,Numeral,
ozuru,озуру,thousand,тысяча,Numeral,
ts'ol,ц1ол,ten,десять,Numeral,
oziru,озиру,thousand,тысяча,Numeral,
CL-oʔo,CL-оъо,four,четыре,Numeral,
ĩʃdu,и2шду,five,пять,Numeral,
hots'o,гьоц1о,ten,десять,Numeral,
ojtɬi,ойл1и,six,шесть,Numeral,
hotʃ'o,гьоч1о,nine,девять,Numeral,
ɬob,лъоб,three,три,Numeral,
bejtɬ'i,бейкьи,eight,восемь,Numeral,
beʃen,бешен,hundred,сто,Numeral,
iʃdu,ишду,five,пять,Numeral,
tʃ'e,ч1е,two,два,Numeral,
se,се,one,один,Numeral,
ontɬi,онл1и,six,шесть,Numeral,
NA,NA,thousand,тысяча,Numeral,
beʃenu,бешену,hundred,сто,Numeral,
esːedusːi,эсседусси,first,первый,Ordinal numeral,
ʁodi,гъоди,rep,rep,Particle,aff
lo,ло,add,add,Particle,aff
ɡu,гу,emph,emph,Particle,aff
ʁodu,гъоду,quot,quot,Particle,aff
llo,лло,sbr,sbr,Particle,aff
ʁiro,гъиро,q,q,Particle,aff
sci,сcи,atr,atr,Particle,aff
tsin,цин,even,даже,Particle,aff
dile,диле,q,q,Particle,aff
ʁodi,гъоди,rep,rep,Particle,aff
du,ду,quot,quot,Particle,aff
lodu,лоду,sbr,sbr,Particle,aff
le,ле,q,й,Particle,aff
ʁo,гъо,quot,quot,Particle,aff
rodi,роди,because,потому_что,Particle,aff
no,но,add,add,Particle,aff
lojɡu,лойгу,com,com,Particle,aff
llodu,ллоду,sbr,sbr,Particle,aff
sːu,ссу,neg,neg,Particle,aff
kole,коле,q,q,Particle,aff
ʁo,гъо,quot,quot,Particle,aff
butɬ'ir,букьир,Bukir ,Букир,Placename,
zahraʔil,Загьраъил,Zahra'i.obl,Захрай.obl,Placename,
itɬ'is,икьис,some,какой,Pro-form,
den,ден,I,я,Pronoun,
enʃu,еншу,rfl.m.obl,rfl.m.obl,Pronoun,
heɡe-CL,гьеге-CL,dem.obl,dem.obl,Pronoun,
en,эн,rfl.m.obl,rfl.m.obl,Pronoun,
en,эн,rfl,rfl,Pronoun,
bisːil,биссил,you.pl.obl,вы.pl.obl,Pronoun,
iʃːi,ищи,we.excl.obl,мы.excl.obl,Pronoun,
en,ен,rfl,rfl,Pronoun,
en,эн,rfl.m.obl,rfl.m.obl,Pronoun,
men,мен,you.sg,ты,Pronoun,
bisːil,биссил,you,вы,Pronoun,
ɬe,лъе,who,кто,Pronoun,
enʃ,енш,rfl,rfl,Pronoun,
itɬil,ил1ил,we.incl,мы.incl,Pronoun,
lьe,лье,who,кто,Pronoun,
ʒi,жи,rfl,rfl,Pronoun,
du,ду,you.obl,ты.obl,Pronoun,
ib,иб,what,что,Pronoun,
pat'imati,Пат1имати,Patimat,Патимат,Proper  Noun,
χadiʒati,хадижати,Khadizhat,Хадижат,Proper  Noun,
muradi,Муради,Murad,Мурад,Proper  Noun,
q'urban,къурбан,Kurban,Курбан,Proper  Noun,
aliasħab,Алиасх1аб,Ali-Ashab,Али-Асхаб,Proper  Noun,
rasul,расул,Rasul,Расул,Proper  Noun,
χuχu,хуху,Huhu,Хуху,Proper  Noun,
uzlipati,узлипати,Uzlipat,Узлипат,Proper  Noun,
mesedu,меседу,Mesedu,Меседу,Proper  Noun,
aliħadʒi,Алих1аджи,Ali-Hadji,Али-Гаджи,Proper  Noun,
muħammadi,Мух1аммади,Muhammad,Магомед,Proper  Noun,
muhaʒirati,мугьажирати,Muhazhirat,Мугажират,Proper  Noun,
jusupi,юсупи,Yusup,Юсуп,Proper  Noun,
batuli,батули,Batuli,Batuli,Proper  Noun,
sakinati,сакинати,Sakinat,Сакинат,Proper  Noun,
lija,лия,prs.ptcp.pl.obl,prs.ptcp.pl.obl,v,aff
tʃ'iɡu,ч1игу,neg.pf,neg.pf,v,aff
ol,oл,caus,caus,v,aff
sːu,ссу,neg,neg,v,aff
b,б,pst.ptcp,pst.ptcp,v,aff
an,ан,¬pst,¬pst,v,aff
ol,ол,caus,caus,v,aff
rii,рии,purp,purp,v,aff
ɡuʒa,гужа,sim.cvb,sim.cvb,v,aff
in,ин,¬pst,¬pst,v,aff
rado,радо,prog,prog,v,aff
on,он,¬pst,¬pst,v,aff
tʃ'oj,ч1ой,it_seems,it_seems,v,
r,р,prog,prog,v,aff
o,о,pst,pst,v,aff
le,ле,hab,hab,v,aff
lu,лу,inf,inf,v,aff
sqχo,схъо,proh,proh,v,aff
ja,ja,fut,fut,v,aff
nu,ну,inf,inf,v,aff
aʁij,агъий,negexp,negexp,v,aff
sːu,ссу,neg,neg,v,aff
lija,лия,prs.ptcp.pl,prs.ptcp.pl,v,aff
ni,ни,pst(aor),pst(aor),v,aff
o,о,pl,pl,v,aff
CL-aʁ,CL-агъ,neg.exp,neg.exp,v,aff
un,ун,¬pst,¬pst,v,aff
il,ил,pl,pl,v,aff
ri,ри,purp,purp,v,aff
e,е,hab,hab,v,aff
bu,бу,att,att,v,aff
i,i,pst,pst,v,aff
inni,инни,redupl,redupl,v,aff
an,ан,pst(aor),pst(aor),v,aff
a,а,pst(aor),pst(aor),Verb,aff
CL-V-tʃ'eri,CL-V-ч1ери,die,умирать,Verb,
rats'ːinnu,рац1ц1инну,ask,спрашивать,Verb,
CL-aχeri,CL-ахери,fight,драться,Verb,
ħadurɬeri,х1адурлъери,prepare,готовиться,Verb,
e,е,¬pst(hab),¬pst(hab),Verb,aff
(b)ikonnu,(б)иконну,feed,кормить,Verb,
(b)erʃeri,(б)ершери,change,менять,Verb,
(b)iχeri,(б)ихери,take,брать,Verb,
rutɬ,рул1,say,говорить,Verb,
CL-ukːʷeri,CL-укквери,fall,падать,Verb,
tʃ'ammeri,ч1аммери,gnaw,грызть,Verb,
haʔeri,гьаъери,see,видеть,Verb,
CL-V-tʃ'eri,CL-V-ч1ери,pl.die.¬pst,pl.die.¬pst,Verb,
(b)itʃ'ːunnu,(б)ич1ч1унну,understand,понимать,Verb,
tʃ'iɡu,ч1игу,neg.cvb,neg.cvb,Verb,
tʃ'ammeri,ч1аммери,chew.¬pst,жевать.¬pst,Verb,
CL-erʁeri,CL-ергъери,rock,качать,Verb,
un,ун,pst,pst,Verb,aff
CL-eq'aʃeri,CL-екъашери,hide (tr),прятать,Verb,
u,у,pst(aor),pst(aor),Verb,aff
CL-uʃeri,CL-ушери,win,выигрывать,Verb,
CL-oqχeri,CL-охъери,reach,дойти,Verb,
uʔojtɬ,уъойл1,go,идти,Verb,
kanneri,каннери,hew,тесать,Verb,
CL-V-ʔinnu,CL-V-ъинну,depart,уходить,Verb,
CL-ats'eri,CL-ац1ери,stick,приклеивать,Verb,
CL-ikeri,CL-икери,burn,гореть,Verb,
ɬ,лъ,caus,сaus,Verb,aff
iʁ,iʁ,be,быть,Verb,
CL-ekːʷeri,CL-екквери,stay,оставаться,Verb,
CL-V-h1nnu,CL-V-гь1nnu,lose,проигрывать,Verb,
sːu,ссу,neg.cop,neg.cop,Verb,
tʃolteri,чолтери,be_hungry,быть_голодным,Verb,
humeri,гьумери,moo.¬pst,мычать.¬pst,Verb,
kːimeri,ккимери,smile,улыбаться,Verb,
uʃ,уш,smear,мазать,Verb,
CL-aχeri,CL-ахери,get,получить,Verb,
un,ун,pst(aor),pst(aоr),Verb,aff
but'ijderi,бут1ийдери,copulate,совокупляться,Verb,
CL-V-χeri,CL-V-хери,become_startled,испугаться,Verb,
(w)edinnu,(в)единну,talk,разговаривать,Verb,
(b)iχeri,(б)ихери,buy,покупать,Verb,
CL-eq'aʃeri,CL-екъашери,hide (intr),прятаться,Verb,
tʃ'areri,ч1арери,slide,скользить,Verb,
CL-V-ʔinneri,CL-V-ъиннери,m.go,идти,Verb,
tʃaberi,чабери,flow,течь,Verb,
moɬideri,молъидери,explain,объяснять,Verb,
sireri,сирери,become_frightened,испугаться,Verb,
antʃeri,анчери,listen,слушать,Verb,
ħuħuderi,х1ух1удери,neigh,ржать,Verb,
awderi,авдери,meow,мяукать,Verb,
CL-V-qχonnu,CL-V-хъонну,pl.break (tr),pl.ломать,Verb,
lameri,ламери,lick.¬pst,лизать.¬pst,Verb,
badiɬeri,бадилъери,save,копить,Verb,
CL-V-ʃeri,CL-V-шери,win,выигрывать,Verb,
kuderi,кудери,sieve.¬pst,просеивать.¬pst,Verb,
a<CL>tʃeri,а<CL>чери,wash.¬pst,мыть.¬pst,Verb,
o,о,pst,pst,Verb,aff
tʃireri,чирери,begin (intr),начинается,Verb,
humeri,гьумери,moo,мычать,Verb,
ũʔuʃeri,у̃ъушери,crow,кукарекать,Verb,
iχoqχeri,ихохъери,crush,молоть,Verb,
(b)atʃ'eri,(б)ач1ери,begin (intr),начинаться,Verb,
ʃanneri,шаннери,rest,отдыхать,Verb,
CL-utɬ'eri,CL-укьери,become_hot,жарко_становиться,Verb,
hebts'ollu,гьебц1оллу,pick_up,поднимать,Verb,
CL-uχːeri,CL-уххери,take_out,вынимать,Verb,
CL-V-ts'eri,CL-V-ц1ери,fill,наполнять,Verb,
kʷanorijderi,кванорийдери,light,освещать,Verb,
CL-erhinnu,CL-ергьинну,enjoy,радоваться,Verb,
CL-erʁonnu,CL-ергъонну,enthuse,приводить_в_восторг,Verb,
ts'ateri,ц1атери,burn (intr).¬pst,гореть.¬pst,Verb,
rokʷeri,роквери,reap,жать,Verb,
zunzuʃeri,зунзушери,buzz.¬pst,жужжать.¬pst,Verb,
CL-V-t'ollu,CL-V-т1оллу,pl.lose,pl.терять,Verb,
ɡʷanʁ,гвангъ,shine,светить,Verb,
tuderi,тудери,spit.¬pst,плевать.¬pst,Verb,
q'oreri,къорери,call,звать,Verb,
CL-eʃːeri,CL-ещери,weave,ткать,Verb,
oχonnu,охонну,boil,кипеть,Verb,
helleri,гьеллери,run,бежать,Verb,
tʃ'int'un,ч1инт1ун,press_together,cжиматься,Verb,
hinkuʃeri,гьинкушери,urinate.¬pst,мочиться.¬pst,Verb,
u,у,pst,pst,Verb,aff
χːomeri,ххомери,snore.¬pst,храпеть.¬pst,Verb,
ho<CL>k'ʷeri,гьо<CL>к1вери,crouch,приседать,Verb,
(b)ik'ːunnu,(б)ик1к1унну,swallow,глотать,Verb,
CL-eʒeri,CL-ежери,brown,NA,Verb,
bureri,бурери,fly,лететь,Verb,
etɬ,ел1,go,go,Verb,
sireri,сирери,be_afraid,бояться,Verb,
kːubajderi,ккубайдери,pray,молиться,Verb,
osːon,оссон,pl.find,pl.находить,Verb,
tʃolteri,чолтери,be_hungry.¬pst,быть_голодным.¬pst,Verb,
ri,ри,inf,inf,Verb,aff
CL-V-ʁeri,CL-V-гъери,stop (intr),останавливаться,Verb,
CL-ajtʃeri,CL-айчери,unbind,отвязывать,Verb,
ʕebtʃiʃeri,г1эбчишери,sneeze,чихать,Verb,
ts'ateri,ц1атери,burn (tr).¬pst,жечь.¬pst,Verb,
beʁeɬeri,бегъелъери,be_able,мочь,Verb,
e,е,¬pst,¬pst,Verb,
lolit'ameri,лолит1амери,thresh,молотить,Verb,
u,у,inf,inf,Verb,
abʒeri,абжери,begin (intr),начинается,Verb,
uχː,ухх,appear,появляться,Verb,
bitonnu,битонну,wet,промокать,Verb,
hiʔasːoreri,гьиъассорери,rotate (tr),крутить,Verb,
CL-uqχeri,CL-ухъери,drop,ронять,Verb,
hinkuʃeri,гьинкушери,urinate,мочиться,Verb,
CL-V-tʃːeri,CL-V-ччери,catch,ловить,Verb,
CL-V-ʁeri,CL-V-гъери,be,быть,Verb,
unn,унн,¬pst,¬pst,Verb,aff
haltollu,гьалтоллу,become_cold,остывать,Verb,
haltʃ'innu,гьалч1инну,look_at,смотреть,Verb,
bot'iɬeri,бот1илъери,become_dark,темнеть,Verb,
CL-V-uk'eri,CL-V-ук1ери,drop,ронять,Verb,
baχeri,бахери,bark.¬pst,лаять.¬pst,Verb,
CL-iqχʷeri,CL-ихъвери,cut,резать,Verb,
CL-V-ʁʷer1,CL-V-ʁʷer1,pl.be,pl.быть,Verb,
CL-iqχinnu,CL-ихъинну,break,ломать,Verb,
qχureri,хъурери,drag,тащить,Verb,
CL-iʃderi,CL-ишдери,lock,запереть,Verb,
q'irq'iʃeri,къиркъишери,squeak,скрипеть,Verb,
CL-V-k'ʷeri,CL-V-к1вери,be,быть,Verb,
k'urderi,к1урдери,drip (intr),капать,Verb,
CL-ukːʷeri,CL-укквери,fall,падать,Verb,
ho<CL>k'ʷeri,гьо<CL>к1вери,crouch,приседать,Verb,
sːoreri,ссорери,turn,поворачиваться,Verb,
tʃ'inneri,ч1иннери,beat,избивать,Verb,
CL-V-ʁeri,CL-V-гъери,m.stop,m.останавливаться,Verb,
qχeleri,хъелери,scratch,чесать,Verb,
CL-etsːiqχeri,CL-еццихъери,praise,хвалить,Verb,
arχinnu,архинну,open,открывать,Verb,
(b)aq'aq'eri,(б)акъакъери,cut_to_pieces,резать_на_куски,Verb,
oberi,обери,touch,трогать,Verb,
erʃole,ершоле,change,изменить,Verb,
ts'ik'ːuɬeri,ц1ик1к1улъери,curdle,свертываться,Verb,
hok',гьок1,sit,сидеть,Verb,
baχeri,бахери,bark,лаять,Verb,
ruhunideri,ругьунидери,teach,обучать,Verb,
iʁ,игъ,be,быть,Verb,
tɬ'ibderi,кьибдери,dance,танцевать,Verb,
CL-eʒeri,CL-ежери,fry.¬pst,жарить.¬pst,Verb,
CL-oqχeri,CL-oхъери,reach,дойти,Verb,
(b)atʃ'ollu,(б)ач1оллу,begin (tr),начинать,Verb,
koditʃeri,кодичери,betray,предать,Verb,
burt'aɬ,бурт1алъ,become_rich,богатеть,Verb,
a<CL>aχeri,а<CL>ахери,swell.¬pst,опухать.¬pst,Verb,
tantajajderi,тантаяйдери,tear (tr),рвать,Verb,
CL-V-χːeri,CL-V-ххери,pl.become_startled,pl.испугаться,Verb,
ʃanneri,шаннери,rest.¬pst,отдыхать.¬pst,Verb,
CL-oʃinnu,CL-ошинну,tie,связывать,Verb,
(b)arijderi,(б)арийдери,whet,точить,Verb,
elteri,елтери,release,пускать,Verb,
qχalbuχeri,хъалбухери,peel.¬pst,чистить.¬pst,Verb,
aχ,ах,dwell,жить,Verb,
roχʷeri,рохвери,comb,причесывать,Verb,
tuderi,тудери,spit,плевать,Verb,
CL-V-tʃ'eri,CL-V-ч1ери,m.die.¬pst,m.умереть.¬pst,Verb,
CL-utɬeri,CL-ул1ери,become,стать,Verb,
m,м,imp,imp,Verb,aff
CL-ejk'uʔeri,CL-ейк1уъери,cry,плакать,Verb,
iʔ,иъ,go,идти,Verb,
zʷarzʷaʃeri,зварзвашери,rattle,грохотать,Verb,
baʕaderi,баг1адери,bleat.¬pst,блеять.¬pst,Verb,
CL-ortʃ'onnu,CL-орч1онну,save,спасать,Verb,
CL-iʔunnu,CL-иъунну,ripe,поспевать,Verb,
CL-oχːinnu,CL-оххинну,suck,сосать,Verb,
uħuderi,ух1удери,cough.¬pst,кашлять.¬pst,Verb,
ruts'eri,руц1ери,melt.¬pst,таять.¬pst,Verb,
CL-aʔeri,CL-аъери,read,читать,Verb,
awtʃ,авч,bathe,мыться,Verb,
oʔ,оъ,pl.go,pl.идти,Verb,
q'ammeri,къаммери,bite.¬pst,кусать.¬pst,Verb,
tɬ'ann,кьанн,pull,тянуть,Verb,
oχon,охон,argue,ссориться,Verb,
ʃanoχ,шанох,spoil,портиться,Verb,
ɬiberi,лъибери,jump,прыгать,Verb,
bosː,босс,tell,рассказывать,Verb,
o,о,imp,imp,Verb,aff
kolleri,коллери,swim,плавать,Verb,
CL-V-ʃollu,CL-V-шоллу,return,вернуть,Verb,
ʁarʁaderi,гъаргъадери,bleat.¬pst,блеять.¬pst,Verb,
ħalt'unnu,х1алт1унну,work,работать,Verb,
ts'ːaderi,ц1ц1адери,drink.¬pst,пить.¬pst,Verb,
CL-V-tʃːeri,CL-V-ччери,give,дать,Verb,
dʒideri,джидери,make,делать,Verb,
tʃ'ammeri,ч1аммери,gnaw.¬pst,грызть.¬pst,Verb,
ʃːommeri,щоммери,whistle,свистеть,Verb,
ɡelleri,геллери,hang (intr),вешать,Verb,
qχurʃːiʃeri,хъурщишери,crawl,ползти,Verb,
ɡireri,гирери,lie_down,ложиться,Verb,
utɬ',укь,move_away,отводить,Verb,
tɬ'ʷahiʃeri,кьвагьишери,shoot,стрелять,Verb,
dʒi,джи,cop,cop,Verb,
hanʔoχʷeri,гьанъохвери,perspire,потеть,Verb,
CL-aχunnu,CL-ахунну,live,жить,Verb,
χʷareri,хварери,dig,копать,Verb,
lameri,ламери,lick,лизать,Verb,
ik,ик,eat,есть,Verb,
CL-aχollu,CL-ахоллу,sell,продавать,Verb,
bisolleri,бисоллери,push,толкать,Verb,
kuderi,кудери,sieve,просеивать,Verb,
(b)iʒunnu,(б)ижунну,grow,расти,Verb,
i,и,pst(aor),pst(aor),Verb,
dʒi,джи,cop,cop,Verb,
q'ammeri,къаммери,bite,кусать,Verb,
CL-aχunnu,CL-ахунну,live.¬pst,жить.¬pst,Verb,
etɬelteri,ел1елтери,let_go,отпускать,Verb,
qχʷareri,хъварери,write,писать,Verb,
ħuħuderi,х1ух1удери,neigh.¬pst,ржать.¬pst,Verb,
CL-V-tʃ'ːeri,CL-V-ч1ч1ери,wake_up,просыпаться,Verb,
CL-V-ʔonnu,CL-V-ъонну,walk,ходить,Verb,
CL-eq'aʃeri,CL-екъашери,hide,прятать,Verb,
ne,не,hab,hab,Verb,aff
tʃaberi,чабери,pour (intr),сыпаться,Verb,
puderi,пудери,blow,дуть,Verb,
inne,инне,¬pst,¬pst,Verb,aff
CL-V-k'ʷeri,CL-V-к1вери,be,быть,Verb,
χanneri,ханнери,mow,косить,Verb,
ts'ommeri,ц1оммери,kiss,целовать,Verb,
abχollu,абхоллу,spread,распространять,Verb,
zʷarzʷaʃeri,зварзвашери,ring,звенеть,Verb,
CL-isonnu,CL-исонну,find,находить,Verb,
CL-V-ʔeri,CL-V-ъери,come,приходить,Verb,
CL-V-q'eri,CL-V-къери,pl.cut,pl.зарезать,Verb,
